UniqueId,AdminUnit,CalFireIncident,CanonicalUrl,Counties,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Description,Started,Status,Updated,Label
172.217.12.206-10.42.0.211-443-45377-6,USFS Los Padres National Forest,FALSE,/incidents/2013/5/27/white-fire/,Santa Barbara,,,,2013-05-30T19:30:00Z,2,FALSE,TRUE,,,34.55048,"Southeast of Lake Cachuma, approx. 12 miles southeast of Santa Ynez",-119.82429,FALSE,White Fire,100,,"The White Fire burned in May 2013, Southeast of Lake Cachuma, approx. 12 miles southeast of Santa Ynez on the Los Padres National Forest in Santa Barbara County. ",2013-05-27T14:45:00Z,Finalized,2013-05-30T19:30:00Z,1
10.42.0.42-125.39.133.40-51482-80-6,CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest ,TRUE,/incidents/2013/6/16/carstens-fire/,Mariposa,2,,,2013-06-26T11:15:00Z,29,FALSE,TRUE,,1,37.58202,"Off Carstens Road, east of 140 in the Midpines area.",-119.91071,TRUE,Carstens Fire,100,112,"The Carstens Fire started in June 2013 off Carstens Road, east of 140 in the Midpines area in Mariposa County.",2013-06-16T14:12:00Z,Finalized,2013-06-26T11:15:00Z,1
10.42.0.151-31.13.71.3-39424-443-6,Cleveland National Forest / CAL FIRE Riverside Unit,TRUE,/incidents/2013/8/5/falls-fire/,Riverside,,,,2013-08-09T18:45:00Z,10,FALSE,TRUE,,,33.62236,"Ortega Highway, west of Lake Elsinoire",-117.40288,FALSE,Falls Fire,100,,"The Falls Fire burned in August 2013 near Oretga Highway, west of Lake Elsinoire on the Cleveland National Forest in Riverisde County. ",2013-08-05T10:10:00Z,Finalized,2013-08-09T18:45:00Z,1
198.105.244.11-10.42.0.42-80-48517-6,CAL FIRE San Diego Unit,TRUE,/incidents/2013/5/26/general-fire/,San Diego,54,27,42,2013-05-31T06:15:00Z,169,FALSE,TRUE,27,6,33.04458,"Banner Grade area, south of Hwy 78 & east of Hwy 79, southeast of Julian",-116.5209,TRUE,General Fire,100,1217,"The General Fire burned in May 2013, in the Banner Grade area south of Highway 78 and east of Highway 79, in San Diego County.",2013-05-26T12:04:00Z,Finalized,2013-05-31T06:15:00Z,0
172.217.9.238-10.42.0.151-443-40999-6,Stanislaus National Forest,FALSE,/incidents/2013/8/5/power-fire/,Tuolumne,,,,2013-08-14T08:30:00Z,1,FALSE,TRUE,,,38.25108,"Near Beardsley Lake, northeast of Sonora",-120.02778,FALSE,Power Fire,100,,"The Power Fire burned in August 2013 near Beardsley Lake, northeast of Sonora on the Stanislaus National Forest in Tuolumne County. ",2013-08-05T06:00:00Z,Finalized,2013-08-14T08:30:00Z,1
10.42.0.211-10.42.0.1-57800-53-17,Los Padres National Forest / CAL FIRE San Benito-Monterey Unit,FALSE,/incidents/2013/12/16/pfeiffer-fire/,Monterey,,,,2013-12-20T20:00:00Z,40,FALSE,TRUE,,,0,Pfeiffer Ridge Road and Highway 1 near Big Sur,0,FALSE,Pfeiffer Fire,100,,The Pfeiffer Fire off Pfeiffer Ridge Road and Highway 1 near Big Sur was 917 acres.,2013-12-16T00:20:00Z,Finalized,2013-12-20T20:00:00Z,0
10.42.0.211-10.42.0.1-56534-53-17,Sequoia National Forest,FALSE,/incidents/2013/8/18/shirley-fire/,Kern,,,,2013-08-24T13:45:00Z,16,FALSE,TRUE,,,35.707,Lower Kern River Canyon area off Highway 178,-118.588,FALSE,Shirley Fire,100,,The Shirley Fire burned in August 2013 off Lower Kern River Canyon area off Highway 178 on Sequoia National Forest in Kern County. ,2013-08-18T23:12:00Z,Finalized,2013-08-24T13:45:00Z,0
10.42.0.42-104.254.66.16-38859-443-6,CAL FIRE / Kern County Fire / State Parks / US Forest Service,TRUE,/incidents/2013/7/19/rancho-fire/,Kern,20,20,37,2013-07-22T18:45:00Z,15,FALSE,TRUE,20,5,34.882,West side of Interstate 5 in Lebec (Kern County),-118.9194,TRUE,Rancho Fire,100,502,"The Rancho Fire burned July 2013 west of I-5 in Lebec, in Kern County.",2013-07-19T12:00:00Z,Finalized,2013-07-22T18:45:00Z,0
172.217.12.130-10.42.0.211-443-55166-6,CAL FIRE/Los Angeles County ,TRUE,/incidents/2013/5/17/lake-fire/,Los Angeles,,,,2013-05-18T19:00:00Z,3,FALSE,TRUE,,,34.49149,I-5 Southbound at Lake Hughes Road,-118.610044,FALSE,Lake Fire,100,,"The Lake Fire burned in May 2013 off I-5 Southbound at Lake Hughes Road, in Los Angeles County. ",2013-05-17T13:23:00Z,Finalized,2013-05-18T19:00:00Z,1
172.217.8.4-10.42.0.42-443-56022-6,Kern County Fire,TRUE,/incidents/2013/7/23/water-fire/,Kern,,,,2013-07-25T18:30:00Z,0,FALSE,TRUE,,,34.90327,West side of Interstate 5 at Tejon Ranch,-118.93388,FALSE,Water Fire,100,,The Water Fire burned in July 2013 on the west side of Interstate 5 at Tejon Ranch in Kern County. ,2013-07-23T09:15:00Z,Finalized,2013-07-25T18:30:00Z,0
208.80.154.224-10.42.0.211-80-47062-6,Eldorado National Forest,FALSE,/incidents/2013/7/8/kyburz-fire/,El Dorado,,,,2013-07-11T18:30:00Z,0,FALSE,TRUE,,,38.774,"Off Hwy 50 at 30 Mile Tract, Kyburz",-120.298,FALSE,Kyburz Fire,100,,The Kyburz Fire burned in July 2013 off Highway 50 at 30 Mile Tract in Kyburz on the El Dorado National Forest. ,2013-07-08T12:45:00Z,Finalized,2013-07-11T18:30:00Z,1
10.42.0.211-66.198.178.90-56263-80-6,CAL FIRE San Bernardino Unit/ City of Redlands/San Bernardino Sheriff,TRUE,/incidents/2013/6/28/mills-fire/,San Bernardino,29,29,29,2013-07-01T06:00:00Z,0,FALSE,TRUE,29,,34.071556,"south of Highway 38 & Bryant Street, northwest of Yucaipa ",-117.048397,TRUE,Mills Fire,100,282,"The Mills Fire burned in June and July 2013 south og Highway 38 and Bryant Street, northwest of Yucaipa in San Bernardino County. ",2013-06-28T14:30:00Z,Finalized,2013-07-01T06:00:00Z,0
10.42.0.42-72.21.206.141-32797-443-6,Plumas National Forest,FALSE,/incidents/2013/8/18/plumas-lightning-complex-hough/,Plumas,,,,2013-08-25T13:15:00Z,1,FALSE,TRUE,,,40.00842,Keddie Ridge/North Arm areas of Indian Valley near Taylorsville,-120.764666,FALSE,Plumas Lightning Complex (Hough),100,,The Plumas Lightning Complex burned in August 2013 in the Keddie Ridge/North Arm areas of Indian Valley near Taylorsville on the Plumas National Forest in Plumas County. ,2013-08-18T18:30:00Z,Finalized,2013-08-25T13:15:00Z,1
211.144.37.229-10.42.0.211-80-38897-6,CAL FIRE/Riverside County Fire,TRUE,/incidents/2013/5/4/gorgonio-fire/,Riverside,,,,2013-05-05T18:45:00Z,1,FALSE,TRUE,,,33.894055,"Highway 243, south of Banning and north of Pine Cove",-116.855019,FALSE,Gorgonio Fire,100,,"The Gorgonio Fire burned in May 2013 off Highway 243, south of Banning and north of Pine Cove, in Riverside County. ",2013-05-04T11:43:00Z,Finalized,2013-05-05T18:45:00Z,0
202.77.129.185-10.42.0.151-80-50807-6,CAL FIRE Lassen-Modoc Unit,TRUE,/incidents/2013/7/3/fox-fire-formally-3-7-fire/,Modoc,,,,2013-07-05T18:30:00Z,0,FALSE,TRUE,,,41.2415,5 miles northwest of Aiden,-121.035,FALSE,Fox Fire (formally 3-7 Fire),100,,The Fox Fire (formerly known as 3-7 Fire) burned in July 2013 5 miles northwest of Aiden in Modoc County. ,2013-07-03T22:56:00Z,Finalized,2013-07-05T18:30:00Z,1
211.144.37.229-10.42.0.211-80-38899-6,Los Padres National Forest,FALSE,/incidents/2013/6/1/branch-fire/,San Luis Obispo,,,,2013-06-03T18:30:00Z,22,FALSE,TRUE,,,35.15832,"west of the Carrizo Plain, Los Padres National Forest",-120.05131,FALSE,Branch Fire,100,,The Branch Fire burned in June 2013 west of the Carrizo Plain on the Los Padres National Forest in San Luis Obispo County. ,2013-06-01T17:27:00Z,Finalized,2013-06-03T18:30:00Z,1
10.42.0.42-36.110.213.49-51957-80-6,CAL FIRE Santa Clara Unit,TRUE,/incidents/2013/7/1/kirker-fire/,Contra Costa,,,,2013-07-01T18:40:00Z,4,FALSE,TRUE,,,37.96866,Kirker Pass Road south of Pittsburg,-121.91453,FALSE,Kirker Fire,100,,The Kirker Fire burned in July 2013 off Kirker Pass Road south of Pittsburg in Contra Costa County. ,2013-07-01T13:19:00Z,Finalized,2013-07-01T18:40:00Z,0
10.42.0.211-104.97.95.172-59481-80-6,CAL FIRE Madera-Mariposa-Merced Unit,TRUE,/incidents/2013/6/16/rolling-fire/,Madera,,,,2013-06-18T19:30:00Z,5,FALSE,TRUE,,,37.015575,"off Hwy 41 & Road 145, northwest of Friant ",-119.78106,TRUE,Rolling Fire,100,,"The Rolling Fire burned June 2013 off Highway 41 and Road 145, northwest of Friant, in Madera County. ",2013-06-16T18:17:00Z,Finalized,2013-06-18T19:30:00Z,1
10.42.0.211-10.42.0.1-34939-53-17,San Bernardino National Forest,FALSE,/incidents/2013/8/20/gobblers-fire/,San Bernardino,,,,2013-08-20T13:32:00Z,0,FALSE,TRUE,,,34.302,upper end of Lytle Creek,-117.598,FALSE,Gobblers Fire,100,,"The Gobblers Fire burned in August 2013, on the upper end of Lytle Creek on the San Bernardino National Forest in San Bernardino County. ",2013-08-20T13:32:00Z,Finalized,2013-08-20T13:32:00Z,0
10.42.0.151-52.88.110.117-41227-443-6,CAL FIRE San Bernardino Unit,TRUE,/incidents/2013/2/24/river-fire/,Inyo,25,25,25,2013-02-28T20:00:00Z,4,FALSE,TRUE,,2,36.602575,"south of Narrow Gauge Rd & north of Hwy 136, east of Lone Pine",-118.01651,TRUE,River Fire,100,476,"The River Fire burned in February 2013, south of Narrow Gauge Rd & north of Highway 136, east of Lone Pine in Inyo County. ",2013-02-24T08:16:00Z,Finalized,2013-02-28T20:00:00Z,0
10.42.0.151-69.16.175.42-49561-80-6,CAL FIRE Sonoma-Lake-Napa Unit,TRUE,/incidents/2013/10/3/putah-fire/,Napa,,,1,2013-10-04T16:55:00Z,70,FALSE,TRUE,,,38.628,off Berryessa Knoxville Rd near Lake Berryessa,-122.289,TRUE,Putah Fire,100,4,The Putah Fire burned October 2013 off Berryessa Knoxville Rd near Lake Berryessa in Napa County.,2013-10-03T20:33:00Z,Finalized,2013-10-04T16:55:00Z,1
10.42.0.211-106.39.169.66-60389-80-6,CAL FIRE San Benito-Monterey ,TRUE,/incidents/2013/5/3/tres-pinos-fire/,San Benito,,,,2013-05-03T18:45:00Z,25,FALSE,TRUE,,,37.160346,"Highway 25 and Horizon Rd, Community of Tres ",-120.937494,FALSE,Tres Pinos Fire,100,,"The Tres Pinos Fire burned in May 2013, off Highway 25 and Horizon Road, near the community of Tres in San Benito County. ",2013-05-03T11:42:00Z,Finalized,2013-05-03T18:45:00Z,1
172.217.3.110-10.42.0.42-443-56895-6,CAL FIRE / Riverside County Fire,TRUE,/incidents/2013/2/28/jurupa-fire/,Riverside,,,,2013-03-02T19:00:00Z,2,FALSE,TRUE,,,0,"Rio Rancho Rd & Calle Hermosa, Jurupa Valley",0,FALSE,Jurupa Fire,100,,"The Jurupa Fire burned in March 2013 off Rio Rancho Rd & Calle Hermosa, Jurupa Valley in Riverside County. ",2013-02-28T16:43:00Z,Finalized,2013-03-02T19:00:00Z,0
10.42.0.151-54.230.38.124-47519-80-6,CAL FIRE Butte Unit,TRUE,/incidents/2013/10/4/summit-fire/,Butte,4,1,15,2013-10-05T22:00:00Z,0,FALSE,TRUE,1,,39.439,off District Center Dr & Fortune Way in Palermo,-121.497,TRUE,Summit Fire,100,259,The Summit Fire burned October 2013 off District Center Drive and Fortune Way in Palermo in Butte County.,2013-10-04T17:37:00Z,Finalized,2013-10-05T22:00:00Z,1
216.58.219.238-10.42.0.42-80-50064-6,CAL FIRE Tuolumne-Calaveras Unit ,TRUE,/incidents/2013/5/30/shelton-fire/,San Joaquin,,,,2013-05-30T13:25:00Z,1,FALSE,TRUE,,,38.04993,off North Shelton Rd in the Linden Peters area,-120.90325,FALSE,Shelton Fire,100,,The Shelton Fire burned in May 2013 off North Shelton Road in the Linden Peters area in San Joaquin County.,2013-05-30T11:20:00Z,Finalized,2013-05-30T13:25:00Z,0
10.42.0.211-72.21.206.135-43463-443-6,CAL FIRE Butte Unit,TRUE,/incidents/2013/6/3/lone-fire/,Butte,3,3,26,2013-06-03T20:00:00Z,7,FALSE,TRUE,2,,39.434183,Palermo Road and Lone Tree Road near Palermo,-121.576804,TRUE,Lone Fire,100,,The Lone Fire burned in June 2013 off Palermo Road and Lone Tree Road near Palermo in Butte County. ,2013-06-03T13:49:00Z,Finalized,2013-06-03T20:00:00Z,1
157.240.2.20-10.42.0.42-443-45799-6,CAL FIRE Santa Clara Unit,TRUE,/incidents/2013/7/1/concord-fire/,Contra Costa,,,,2013-07-01T18:30:00Z,0,FALSE,TRUE,,,39.90465,off Concord Ave & Vineyard Parkway in Brentwood,-121.74367,FALSE,Concord Fire,100,,The Concord Fire burned in July 2013 off Concord Ave and Vineyard Parkway in Brentwood in Contra Costa County. ,2013-07-01T15:41:00Z,Finalized,2013-07-01T18:30:00Z,1
10.42.0.151-10.42.0.1-4541-53-17,CAL FIRE Madera-Mariposa-Merced Unit,TRUE,/incidents/2013/4/30/gold-fire/,Madera,,,,2013-05-01T07:00:00Z,1,FALSE,TRUE,,,37.116295,Between Road 210 and Road 200 near Fine Gold Creek in the community of O,-119.635004,FALSE,Gold Fire,100,,"The Gold Fire burned in April 2013 and May 2013, between Road 210 and Road 200 near Fine Gold Creek in the community of O, in Madera County. ",2013-04-30T12:59:00Z,Finalized,2013-05-01T07:00:00Z,0
184.169.166.225-10.42.0.211-443-59642-6,Angeles National Forest/Los Angeles County Fire,FALSE,/incidents/2013/9/23/madre-fire/,Los Angeles,,,,2013-09-28T08:00:00Z,0,FALSE,TRUE,,,34.149,San Gabriel Canyon 1/4 mile west of the entrance station,-117.908,FALSE,Madre Fire,100,,The Madre Fire burned September 2013 in the San Gabriel Canyon in Los Angeles County.,2013-09-23T18:00:00Z,Finalized,2013-09-28T08:00:00Z,0
172.217.12.194-10.42.0.151-443-44714-6,CAL FIRE San Diego Unit / Cleveland National Forest,TRUE,/incidents/2013/9/9/lyon-fire/,San Diego,4,,15,2013-09-12T18:15:00Z,1,FALSE,TRUE,1,2,32.710918,"Four Corners, Lyons Valley Road, east of Lyons Peak",-116.746023,TRUE,Lyon Fire,100,294,"The Lyon Fire burned September 2013 off of Lyons Valley Road in the Four Corners area near Lyons Peak, in San Diego County.",2013-09-09T13:09:00Z,Finalized,2013-09-12T18:15:00Z,0
173.222.150.38-10.42.0.211-443-37092-6,Angeles National Forest,FALSE,/incidents/2013/8/8/sharp-fire/,San Bernardino,,,,2013-08-13T23:45:00Z,0,FALSE,TRUE,,,34.35,Sheep canyon just south of Wrightwood,-117.62,FALSE,Sharp Fire,100,,The Sharp Fire burned in August 2013 near Sheep Canyon just south of Wrightwood on the Angeles National Forest in San Bernardino County. ,2013-08-08T12:15:00Z,Finalized,2013-08-13T23:45:00Z,0
10.42.0.1-10.42.0.42-53-47019-17,CAL FIRE Santa Clara Unit,TRUE,/incidents/2013/6/8/vasco-fire/,Alameda,,,,2013-06-08T13:25:00Z,9,FALSE,TRUE,,,37.775057,"off Vasco Road & North Vasco Road, north of Livermore",-121.737213,FALSE,Vasco Fire,100,,"The Vasco Fire burned in June 2013 off Vasco Road and North Vasco Road, north of Livermore in Alameda County. ",2013-06-08T10:16:00Z,Finalized,2013-06-08T13:25:00Z,0
10.42.0.211-103.235.46.212-57716-80-6,CAL FIRE/Placer County Fire,TRUE,/incidents/2013/6/13/pfe-fire/,Placer,,,,2013-06-13T14:15:00Z,0,FALSE,TRUE,,,38.729297,"PFE Road and Watt Avenue, West Roseville",-121.380862,FALSE,PFE Fire,100,,The PFE Fire burned in June 2013 off PFE Road and Watt Avenue in West Roseville in Placer County. ,2013-06-13T11:28:00Z,Finalized,2013-06-13T14:15:00Z,1
183.79.250.251-10.42.0.151-80-48092-6,Mendocino National Forest,FALSE,/incidents/2013/6/12/daves-fire/,Glenn,,,,2013-06-17T09:00:00Z,0,FALSE,TRUE,,,0,15 miles northwest of Elk Creek off County Road 306,0,FALSE,Daves Fire,100,,"The Daves Fires burned in June 2013, 15 miles northwest of Elk Creek off County Road 306, in Glenn County.",2013-06-12T15:17:00Z,Finalized,2013-06-17T09:00:00Z,1
198.11.190.7-10.42.0.211-443-38135-6,CAL FIRE Tehama-Glenn Unit,TRUE,/incidents/2013/5/1/306-fire/,Glenn,11,5,6,2013-05-05T18:00:00Z,1,FALSE,TRUE,5,,39.514139,2 miles south of the community of Elk Creek,-122.560862,TRUE,306 Fire,100,221,"The 306 Fire burned in May 2013, 2 miles south of the community of Elk Creek in Glenn County.",2013-05-01T19:00:00Z,Finalized,2013-05-05T18:00:00Z,0
